gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
1;20-24;Primary;581;Rwanda;Urban;0;0;1;Workforce;Rwandan;Typical;Once a week;Never;NA;Never;NA;Multiple times day;;;;;;;;;;;;;;Once a month;Once a month;Never;Never;Never;Every few days;Once a month;Once a week;Never;Never;NA;Every few days;Less than once a month;Never;Never;Once a month;Never;Every few days;Once every few weeks;Every few days;Once a week;Once a week;Never;Never;;Every few days;Never;Less than once a month;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Once every few weeks;Never;Every few days;Once a month;Somewhat often;Somewhat often;Somewhat often;Never;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;;Not very often;Somewhat often;Not very often;Somewhat often;Never;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Never;Not very often;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Often;Never;Never;Often;Never;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;
1;25-30;Secondary;500;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Once a week;Once a month;Never;Once every few weeks;NA;Multiple times day;;;;;;;;;;;;;;Once a day;Every few days;Never;Every few days;Never;Multiple times day;Once a day;Every few days;Never;Once every few weeks;Never;Multiple times day;Never;Never;Once a month;Once a month;Every few days;Every few days;Once a week;Once a day;Once a week;Never;Once every few weeks;Once every few weeks;Always;Always;Never;Always;Always;Always;Always;Always;Always;Always;Never;Never;Less than once a month;Always;Once a month;Never;Once a month;Every few days;Once a week;Every few days;Once every few weeks;Not very often;Often;Somewhat often;Never;Often;Somewhat often;Very often;Somewhat often;Often;Not very often;Not very often;Never;Not very often;Not very often;Somewhat often;Somewhat often;Never;Somewhat often;Not very often;Often;Often;Somewhat often;Not very often;Not very often;Never;Never;Not very often;Not very often;Not very often;Never;NA;Often;Never;Never;Never;Not very often;Never;Never;Not very often;Never;Never;Never;Never;Never;Never;Never;Not very often;Never;Never;
1;25-30;University;470;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;;;;;;;Once a week;Multiple times day;Never;Never;NA;Multiple times day;;;;;;;;Multiple times day;Once a day;Never;Never;Never;Multiple times day;Once a week;Every few days;Never;Never;Never;Multiple times day;Once a week;Never;Never;Never;Never;Once a day;Once a month;Always;Once a week;Once every few weeks;Always;Always;Always;Always;Always;Always;Once a week;Always;Always;Always;Once a week;Always;Every few days;Every few days;Never;Once a month;Once a week;Never;Never;Never;Never;Once a day;Once a month;Often;Often;Very often;Somewhat often;Very often;Somewhat often;Very often;Somewhat often;Not very often;Very often;Very often;Very often;Very often;Often;Often;Very often;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Often;Never;Never;Often;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;25-30;University;450;Rwanda;Urban;0;0;1;Workforce;Rwandan;Typical;Multiple times day;Every few days;Once every few weeks;Multiple times day;Never;Multiple times day;;;;;;;;;;;;;;Multiple times day;Every few days;Never;Multiple times day;Never;Multiple times day;Once a day;Every few days;Never;Multiple times day;Never;Multiple times day;Every few days;Never;Multiple times day;Never;Every few days;Once a day;Multiple times day;Always;Always;Always;Every few days;Every few days;Always;Always;Never;Every few days;Never;Never;Always;Always;Every few days;;NA;NA;Never;Once a day;Multiple times day;Never;Once a day;Once every few weeks;Every few days;Multiple times day;Multiple times day;Never;Often;Somewhat often;Not very often;Often;Often;Often;Very often;Somewhat often;Very often;Very often;Not very often;Often;Not very often;Somewhat often;Somewhat often;Somewhat often;Often;Often;Often;Very often;Very often;Very often;Very often;Not very often;Often;Often;Often;Somewhat often;Somewhat often;Often;Often;Often;Never;Never;Often;Often;Never;Often;Very often;Never;Never;Never;Never;Never;Never;Often;Never;Never;
0;25-30;University;499;Rwanda;Urban;0;0;1;Workforce;Rwandan;Typical;Once a week;Multiple times day;Once a day;Multiple times day;NA;Once a day;;;;;;;;;;;;;;Every few days;Once a day;Once a month;Multiple times day;Never;Never;Once a week;Multiple times day;Once a month;Multiple times day;Never;Never;Never;Never;Never;Never;Less than once a month;Once a month;Multiple times day;Always;Every few days;Every few days;Always;Always;Every few days;Always;Never;Always;Never;Every few days;Once a week;Once a month;Once a day;Once every few weeks;Never;Never;Never;Once a week;Never;Never;Never;Less than once a month;Less than once a month;Once every few weeks;Once a week;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Often;Very often;Very often;Often;Often;Not very often;Somewhat often;Often;Not very often;Often;Not very often;Often;Often;Often;Very often;Often;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Not very often;Never;Often;Not very often;NA;Often;Very often;Never;NA;Never;NA;NA;Never;Somewhat often;Never;Never;
1;20-24;University;402;Rwanda;Rural;0;0;0;Unemployed;Rwandan;Typical;Once a day;Multiple times day;Every few days;Multiple times day;Never;Multiple times day;;;;;;;;;;;;;;Once a day;Once a day;Every few days;Multiple times day;Never;Once a month;Once a day;Every few days;Once a month;Multiple times day;Never;Never;Never;Never;Once a day;Once a day;Once a day;Less than once a month;Once a day;Always;Always;Always;Less than once a month;Less than once a month;Always;Always;Every few days;Always;Less than once a month;Always;Once a month;Always;Once a week;Once a week;Never;Never;Never;Always;Less than once a month;Never;Every few days;Never;Once a day;Less than once a month;Every few days;Often;Often;Somewhat often;;Often;Often;Often;Very often;Very often;Very often;Very often;Often;Very often;Somewhat often;;Often;Not very often;Often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Often;Often;Not very often;Never;Often;Often;NA;Often;Often;Never;NA;NA;NA;NA;NA;Often;NA;Often;
;16-19;Primary;541;Rwanda;Peri-urban;1;0;0;Unemployed;Rwandan;Typical;Every few days;Never;Never;Never;NA;Multiple times day;;;;;;;;;;;;;;Once a week;Never;Never;Never;Never;Once a week;Once a week;Never;Never;Never;Never;Once a week;Never;Never;Once a week;Never;Never;Once a week;Never;Once a day;Once a day;;Once a month;Less than once a month;Once a week;Once a week;Never;Never;Never;Once a month;Once a week;Once a week;Once a week;Never;NA;NA;NA;NA;Never;Never;Once a week;Never;Never;Once a week;Never;Often;Often;Somewhat often;Somewhat often;Often;Somewhat often;Often;Often;Often;Often;Often;Never;Never;Somewhat often;Somewhat often;;Not very often;Often;Not very often;Often;Often;Often;Often;Often;Never;Not very often;Never;Never;Often;;Somewhat often;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;
1;16-19;Primary;425;Rwanda;Peri-urban;1;0;0;Unemployed;Rwandan;Typical;;Every few days;NA;Never;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Every few days;Never;Never;Never;Multiple times day;Once every few weeks;Once every few weeks;Never;Never;NA;Multiple times day;Once a week;Never;Every few days;Multiple times day;Once every few weeks;Every few days;Never;Always;Always;Always;Every few days;Every few days;Never;Every few days;Every few days;Every few days;Never;Always;Once a week;Always;Always;Always;Never;Never;Never;NA;Once a week;Never;Multiple times day;Multiple times day;Once every few weeks;Every few days;Never;Very often;Often;Very often;Very often;Very often;Somewhat often;Very often;Often;Often;Very often;Often;NA;NA;Very often;Often;Very often;Somewhat often;Very often;Somewhat often;Very often;Often;Very often;Very often;Often;NA;Never;NA;NA;Somewhat often;NA;Very often;Very often;Very often;Often;Often;Very often;NA;NA;Often;Very often;;NA;NA;NA;NA;NA;NA;NA;NA;
1;20-24;Secondary;538;Rwanda;Peri-urban;1;0;1;Workforce;Rwandan;Typical;Every few days;Never;Never;Never;Never;Multiple times day;;;;;;;;;;;;;;Every few days;Never;Never;Never;Never;Multiple times day;Every few days;Never;Never;Never;Never;Every few days;Never;Never;Once a week;Never;Once a month;Never;Every few days;Always;Always;Always;Every few days;Every few days;Always;Always;NA;Every few days;NA;Once a week;Always;Every few days;Every few days;Once a week;Never;Never;Never;Once a day;;Never;Once a week;Never;Once a month;Every few days;Every few days;Very often;Often;Often;Somewhat often;Often;Never;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Very often;Very often;Somewhat often;;Never;Often;Never;Often;Very often;Somewhat often;Somewhat often;Very often;Not very often;Not very often;Very often;Somewhat often;Never;Never;Never;Somewhat often;Somewhat often;Never;Never;Never;NA;NA;Somewhat often;Somewhat often;;NA;Never;NA;NA;NA;Somewhat often;Never;Never;
0;25-30;University;395;Rwanda;Peri-urban;0;0;1;Workforce;Rwandan;Typical;Multiple times day;Multiple times day;Never;Multiple times day;NA;Multiple times day;;;;;;;;;;;;;;Once a day;Multiple times day;Never;Multiple times day;Never;Never;Once a day;Multiple times day;Never;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Every few days;Every few days;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;;Never;Never;Always;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Every few days;Every few days;Somewhat often;Very often;Very often;Often;Very often;Never;Very often;Very often;Often;Very often;Very often;Very often;Very often;Somewhat often;Very often;Very often;Often;Very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Often;Very often;Somewhat often;Never;Never;Often;Somewhat often;Never;Often;Very often;Never;Never;Never;Never;Never;Never;Often;Often;Somewhat often;Very often
1;20-24;Secondary;568;Rwanda;Peri-urban;1;0;1;Self-employed;Rwandan;Typical;Every few days;Once every few weeks;Never;Once a day;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Once every few weeks;Never;Once a day;NA;Multiple times day;Every few days;Once every few weeks;Never;Once a day;NA;Multiple times day;Never;Every few days;Once a week;Never;Never;Once a week;Once a month;Always;Always;Always;Always;Always;Less than once a month;Always;Less than once a month;Less than once a month;Always;Less than once a month;Always;Always;Always;Always;Less than once a month;Less than once a month;Less than once a month;Always;Every few days;Once every few weeks;Every few days;Never;Never;Once a week;Once a month;Never;Often;Often;Never;Often;Never;Often;Often;Often;Often;Not very often;Not very often;Somewhat often;Never;Often;Often;Never;Often;Never;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Somewhat often;;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Never;Never;Never;Never;Never;Somewhat often;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;Secondary;613;Rwanda;Peri-urban;1;0;1;Workforce;Rwandan;Typical;Once a day;Never;Never;Never;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Never;NA;Never;NA;Multiple times day;Every few days;Never;Never;Never;Never;Once a day;Every few days;Never;Every few days;Every few days;Never;Every few days;Never;Always;Always;Once a day;Always;Always;Every few days;Always;Never;Once a day;Never;Always;Once a week;Once a day;Every few days;Every few days;Never;Never;Never;Once a week;Every few days;Never;Multiple times day;Every few days;Never;Every few days;Never;Somewhat often;Somewhat often;Somewhat often;Never;Somewhat often;Never;Often;Somewhat often;Often;Very often;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Never;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Often;Often;Somewhat often;Somewhat often;Very often;Often;Somewhat often;Not very often;Not very often;Somewhat often;Never;Never;Never;Somewhat often;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Secondary;599;Rwanda;Peri-urban;1;0;1;Self-employed;Rwandan;Typical;Once a day;Never;NA;Never;NA;Multiple times day;;;;;;;;;;;;;;Every few days;Never;NA;Never;NA;Multiple times day;Once a day;Never;Never;Never;Never;Multiple times day;Every few days;Never;Every few days;Every few days;Never;Every few days;Never;Always;Always;Always;Always;Once a day;Once a day;Always;Never;Never;Never;Once a day;Every few days;Every few days;Every few days;Every few days;Less than once a month;Less than once a month;Less than once a month;Once a week;Every few days;Never;Every few days;Every few days;Never;Every few days;Never;Somewhat often;Somewhat often;Often;Not very often;Often;Not very often;Often;Somewhat often;Often;Very often;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Often;Not very often;Often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Often;Somewhat often;Somewhat often;Somewhat often;Often;Never;Never;Never;Somewhat often;Never;Never;Never;Somewhat often;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;20-24;Secondary;616;Rwanda;Peri-urban;1;0;1;Self-employed;Rwandan;Typical;Every few days;Never;NA;Never;NA;Multiple times day;;;;;;;;;;;;;;Once a week;Never;Never;Never;Never;Every few days;Once a week;Never;Never;Never;Never;Multiple times day;Every few days;Never;Multiple times day;Never;Never;Every few days;Every few days;Always;Always;Always;Always;Always;Every few days;Always;Never;Every few days;Never;Every few days;Once every few weeks;Every few days;Always;Always;Never;Never;NA;Every few days;Every few days;Never;Once a week;Never;Never;Multiple times day;Once a day;Often;Very often;Somewhat often;Never;Often;Never;Very often;Very often;Very often;Very often;Somewhat often;Never;Not very often;Somewhat often;Somewhat often;Often;Never;Often;Never;Often;Often;Somewhat often;Somewhat often;Never;Never;Not very often;Somewhat often;Somewhat often;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;
0;25-30;Certificate;580;Rwanda;Peri-urban;1;0;1;Self-employed;Rwandan;Typical;Every few days;Never;Never;Multiple times day;Never;Multiple times day;;;;;;;;;;;;;;Every few days;Never;Never;Multiple times day;Never;Multiple times day;Every few days;Never;Never;Multiple times day;Never;Every few days;Multiple times day;Never;Multiple times day;Every few days;Never;Every few days;Never;Always;Always;Always;Always;Always;Every few days;Always;Never;Every few days;Never;Once a week;Every few days;Once every few weeks;Once a day;Once a month;Never;Never;Never;Never;Every few days;Never;Multiple times day;Once a day;Never;Never;Never;Never;Somewhat often;Often;Not very often;Often;Not very often;Often;Often;Often;Very often;Very often;Somewhat often;Somewhat often;Never;Not very often;Often;Not very often;Somewhat often;Not very often;Somewhat often;Somewhat often;Somewhat often;Often;Somewhat often;Not very often;Somewhat often;Somewhat often;Not very often;Never;Never;Never;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
